源文件,工作表,行号,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19
2026年门店统采报价单.xlsx,标段2,1,报价单,,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,2,项目名称：2026全年度 老百姓大药房全国门店办公纸类&办公用品&硒鼓&低值易耗&日用品&小电器产品采购项目,,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,3,"说明：请填写报价单标黄部分,标段2预算339万元",,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,4,报价单位（章）：,,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,5,报价时间：,,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,6,备注：本报价为含税价，税率为 %，开具增值税 （填写专用或者普通）发票。,,,,,,,,,,,,,,,,,,
2026年门店统采报价单.xlsx,标段2,7,标段,品类,序号,商品名称,是否送样,商品编码,年度采购量,厂家/品牌,规格,单位,配送方式,备注,单价,小计,报价厂家/品牌,报价规格,投标方备注,,
2026年门店统采报价单.xlsx,标段2,8,标段2,办公用品,10,有线鼠标,否,9500301028,650,罗技,灰黑色M90,个,供应商发湖南丰沃达,,,,罗技,灰黑色M90,,,
2026年门店统采报价单.xlsx,标段2,9,标段2,办公用品,11,无线鼠标,否,9500301029,274,罗技,灰黑色M185,个,供应商发湖南丰沃达,,,,罗技,灰黑色M185,,,
2026年门店统采报价单.xlsx,标段2,10,标段2,办公用品,12,鼠标垫,否,212345,200,得力/晨光,黑色 耐磨250mm*200mm,个,供应商发湖南丰沃达,,,,得力/晨光,黑色 耐磨250mm*200mm,,,
2026年门店统采报价单.xlsx,标段2,11,标段2,办公用品,13,键盘,否,9500301030,675,罗技,USB接口/黑色/K120,个,供应商发湖南丰沃达,,,,罗技,USB接口/黑色/K120,,,
2026年门店统采报价单.xlsx,标段2,12,标段2,办公用品,14,回形针,否,9500301031,14166,得力/晨光,得力0018,盒,供应商发湖南丰沃达,,,,得力/晨光,得力0018,,,
2026年门店统采报价单.xlsx,标段2,13,标段2,办公用品,15,原子印油,否,9500301033,571,得力/晨光,40ML快干印油,瓶,供应商发湖南丰沃达,,,,得力/晨光,40ML快干印油,,,
2026年门店统采报价单.xlsx,标段2,14,标段2,办公用品,16,光敏印油,否,9500301034,632,得力/晨光,10ML光敏印油,瓶,供应商发湖南丰沃达,,,,得力/晨光,10ML光敏印油,,,
2026年门店统采报价单.xlsx,标段2,15,标段2,办公用品,17,印泥（蓝色）,否,9500301035,146,得力/晨光,[内径62mm]透明快干印台-蓝,个,供应商发湖南丰沃达,,,,得力/晨光,[内径62mm]透明快干印台-蓝,,,
2026年门店统采报价单.xlsx,标段2,16,标段2,办公用品,18,印泥（红色）,否,9500301036,1551,得力/晨光,[内径62mm]透明快干印台-红,个,供应商发湖南丰沃达,,,,得力/晨光,[内径62mm]透明快干印台-红,,,
2026年门店统采报价单.xlsx,标段2,17,标段2,办公用品,19,水性笔（红）,否,9500301037,7238,得力/晨光,红色6600ES/0.5mm,支,供应商发湖南丰沃达,,,,得力/晨光,红色6600ES/0.5mm,,,
2026年门店统采报价单.xlsx,标段2,18,标段2,办公用品,20,水性笔（黑）,否,9500301038,31224,得力/晨光,黑色6600ES/0.5mm,支,供应商发湖南丰沃达,,,,得力/晨光,黑色6600ES/0.5mm,,,
2026年门店统采报价单.xlsx,标段2,19,标段2,办公用品,21,水性笔（蓝）,否,9500301039,2556,得力/晨光,蓝色6600ES/0.5mm,支,供应商发湖南丰沃达,,,,得力/晨光,蓝色6600ES/0.5mm,,,
2026年门店统采报价单.xlsx,标段2,20,标段2,办公用品,22,便利贴,否,9500301040,4239,得力/晨光,告示贴76mm*76mm/100张,本,供应商发湖南丰沃达,,,,得力/晨光,告示贴76mm*76mm/100张,,,
2026年门店统采报价单.xlsx,标段2,21,标段2,办公用品,23,网格拉链袋,否,9500301043,1734,得力/晨光,A4,个,供应商发湖南丰沃达,,,,得力/晨光,A4,,,
2026年门店统采报价单.xlsx,标段2,22,标段2,办公用品,24,透明拉链袋,否,9500301044,2253,得力/晨光,A4,个,供应商发湖南丰沃达,,,,得力/晨光,A4,,,
2026年门店统采报价单.xlsx,标段2,23,标段2,办公用品,25,A4文件夹,否,9500301045,1453,得力/晨光,单强力夹/蓝色,个,供应商发湖南丰沃达,,,,得力/晨光,单强力夹/蓝色,,,
2026年门店统采报价单.xlsx,标段2,24,标段2,办公用品,26,A4抽杆文件夹,否,9500301046,4956,得力/晨光,"A4抽杆文件夹, 5个/包",包,供应商发湖南丰沃达,,,,得力/晨光,"A4抽杆文件夹, 5个/包",,,
2026年门店统采报价单.xlsx,标段2,25,标段2,办公用品,27,A4档案袋（竖版）,否,9500301047,117888,得力/晨光,A4牛皮档案袋，克重175,个,供应商发湖南丰沃达,,,,得力/晨光,A4牛皮档案袋，克重175,,,
2026年门店统采报价单.xlsx,标段2,26,标段2,办公用品,28,计算器,否,9500301048,1329,得力/晨光,语音功能，黑色837Y,个,供应商发湖南丰沃达,,,,得力/晨光,语音功能，黑色837Y,,,
2026年门店统采报价单.xlsx,标段2,27,标段2,办公用品,29,燕尾夹41mm,否,9500301049,1185,得力/晨光,黑色41mm，24只,盒,供应商发湖南丰沃达,,,,得力/晨光,黑色41mm，24只,,,
2026年门店统采报价单.xlsx,标段2,28,标段2,办公用品,30,燕尾夹32mm,否,9500301050,1005,得力/晨光,黑色32mm，24只,盒,供应商发湖南丰沃达,,,,得力/晨光,黑色32mm，24只,,,
2026年门店统采报价单.xlsx,标段2,29,标段2,办公用品,31,燕尾夹25mm,否,9500301051,896,得力/晨光,黑色25mm，48只,盒,供应商发湖南丰沃达,,,,得力/晨光,黑色25mm，48只,,,
2026年门店统采报价单.xlsx,标段2,30,标段2,办公用品,32,燕尾夹19mm,否,9500301052,943,得力/晨光,黑色19mm，40只,盒,供应商发湖南丰沃达,,,,得力/晨光,黑色19mm，40只,,,
2026年门店统采报价单.xlsx,标段2,31,标段2,办公用品,33,燕尾夹15mm,否,9500301053,764,得力/晨光,黑色19mm，60只,盒,供应商发湖南丰沃达,,,,得力/晨光,黑色19mm，60只,,,
2026年门店统采报价单.xlsx,标段2,32,标段2,办公用品,34,夹板,否,9500301054,791,得力/晨光,A4/蓝色,个,供应商发湖南丰沃达,,,,得力/晨光,A4/蓝色,,,
2026年门店统采报价单.xlsx,标段2,33,标段2,办公用品,35,卷尺,否,9500301055,992,得力/晨光,3米刚卷尺,个,供应商发湖南丰沃达,,,,得力/晨光,3米刚卷尺,,,
2026年门店统采报价单.xlsx,标段2,34,标段2,办公用品,36,剪刀,否,9500301056,3992,得力/晨光,170mm中号,把,供应商发湖南丰沃达,,,,得力/晨光,170mm中号,,,
2026年门店统采报价单.xlsx,标段2,35,标段2,办公用品,37,固体胶,否,9500301057,23945,得力/晨光,强力PVP固体胶，21g/支,支,供应商发湖南丰沃达,,,,得力/晨光,强力PVP固体胶，21g/支,,,
2026年门店统采报价单.xlsx,标段2,36,标段2,办公用品,38,透明胶（小）-新,是,9500301116,4618,得力/晨光,易撕透明胶带12mm*18m-6卷装,筒,供应商发湖南丰沃达,,,,得力/晨光,易撕透明胶带12mm*18m-6卷装,,,
2026年门店统采报价单.xlsx,标段2,37,标段2,办公用品,39,小透明胶带切,是,9500301060,403,得力/晨光,胶带座宽度 ≤18mm,个,供应商发湖南丰沃达,,,,得力/晨光,胶带座宽度 ≤18mm,,,
2026年门店统采报价单.xlsx,标段2,38,标段2,办公用品,40,订书针,否,9500301061,89124,得力/晨光,12#订书针 1000枚/盒 可订25页,盒,供应商发湖南丰沃达,,,,得力/晨光,12#订书针 1000枚/盒 可订25页,,,
2026年门店统采报价单.xlsx,标段2,39,标段2,办公用品,41,订书机,否,9500301062,2660,得力/晨光,适配12#钉,个,供应商发湖南丰沃达,,,,得力/晨光,适配12#钉,,,
2026年门店统采报价单.xlsx,标段2,40,标段2,办公用品,42,宣传台卡-A5竖版,是,9500201042,4977,,A5亚克力强磁台卡,个,供应商发湖南丰沃达,,,,,A5亚克力强磁台卡,,,
2026年门店统采报价单.xlsx,标段2,41,标段2,办公用品,43,V型桌卡,是,9500201043,193,得力/晨光,卡壳立牌200*100mm,个,供应商发湖南丰沃达,,,,得力/晨光,卡壳立牌200*100mm,,,
2026年门店统采报价单.xlsx,标段2,42,标段2,办公用品,44,宣传台卡-A5横版,否,9500201044,1178,,A5亚克力强磁台卡,个,供应商发湖南丰沃达,,,,,A5亚克力强磁台卡,,,
2026年门店统采报价单.xlsx,标段2,43,标段2,办公用品,45,宣传台卡-A4竖版,否,9500301132,2816,,A4亚克力强磁台卡,个,供应商发湖南丰沃达,,,,,A4亚克力强磁台卡,,,
2026年门店统采报价单.xlsx,标段2,44,标段2,办公用品,46,宣传台卡-A4横版,否,9500301133,539,,A4亚克力强磁台卡,个,供应商发湖南丰沃达,,,,,A4亚克力强磁台卡,,,
2026年门店统采报价单.xlsx,标段2,45,标段2,办公用品,47,12号POP笔（黑色）,否,9500301007,3118,宝克/晨光,12号黑色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,12号黑色MK860,,,
2026年门店统采报价单.xlsx,标段2,46,标段2,办公用品,48,12号POP笔（红色）,否,9500301008,5237,宝克/晨光,12号红色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,12号红色MK860,,,
2026年门店统采报价单.xlsx,标段2,47,标段2,办公用品,49,12号POP笔（绿色）,否,9500301009,1585,宝克/晨光,12号绿色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,12号绿色MK860,,,
2026年门店统采报价单.xlsx,标段2,48,标段2,办公用品,50,12号POP笔（蓝色）,否,9500301010,2112,宝克/晨光,12号蓝色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,12号蓝色MK860,,,
2026年门店统采报价单.xlsx,标段2,49,标段2,办公用品,51,12号POP笔（黄色）,否,9500301011,3030,宝克/晨光,12号黄色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,12号黄色MK860,,,
2026年门店统采报价单.xlsx,标段2,50,标段2,办公用品,52,12号POP笔（紫色）,否,312345,500,宝克/晨光,12号紫色MK860,,供应商发湖南丰沃达,,,,宝克/晨光,12号紫色MK860,,,
2026年门店统采报价单.xlsx,标段2,51,标段2,办公用品,53,20号POP笔（黑色）,否,9500301012,1138,宝克/晨光,20号黑色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号黑色MK860,,,
2026年门店统采报价单.xlsx,标段2,52,标段2,办公用品,54,20号POP笔（红色）,否,9500301013,2867,宝克/晨光,20号红色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号红色MK860,,,
2026年门店统采报价单.xlsx,标段2,53,标段2,办公用品,55,20号POP笔（蓝色）,否,9500301014,1149,宝克/晨光,20号蓝色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号蓝色MK860,,,
2026年门店统采报价单.xlsx,标段2,54,标段2,办公用品,56,20号POP笔（绿色）,否,9500301015,946,宝克/晨光,20号绿色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号绿色MK860,,,
2026年门店统采报价单.xlsx,标段2,55,标段2,办公用品,57,20号POP笔（黄色）,否,412345,500,宝克/晨光,20号黄色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号黄色MK860,,,
2026年门店统采报价单.xlsx,标段2,56,标段2,办公用品,58,20号POP笔（紫色）,否,512345,500,宝克/晨光,20号紫色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,20号紫色MK860,,,
2026年门店统采报价单.xlsx,标段2,57,标段2,办公用品,59,6号POP笔（黑色）,否,9500301016,5358,宝克/晨光,6号黑色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号黑色MK860,,,
2026年门店统采报价单.xlsx,标段2,58,标段2,办公用品,60,6号POP笔（红色）,否,9500301017,5457,宝克/晨光,6号红色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号红色MK860,,,
2026年门店统采报价单.xlsx,标段2,59,标段2,办公用品,61,6号POP笔（绿色）,否,9500301018,1240,宝克/晨光,6号绿色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号绿色MK860,,,
2026年门店统采报价单.xlsx,标段2,60,标段2,办公用品,62,6号POP笔（黄色）,否,9500301019,1138,宝克/晨光,6号黄色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号黄色MK860,,,
2026年门店统采报价单.xlsx,标段2,61,标段2,办公用品,63,6号POP笔（蓝色）,否,9500301020,2296,宝克/晨光,6号蓝色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号蓝色MK860,,,
2026年门店统采报价单.xlsx,标段2,62,标段2,办公用品,64,6号POP笔（紫色）,否,9500301021,774,宝克/晨光,6号紫色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,6号紫色MK860,,,
2026年门店统采报价单.xlsx,标段2,63,标段2,办公用品,65,30号POP笔（黑色）,是,612345,500,宝克/晨光,30号黑色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号黑色MK860,,,
2026年门店统采报价单.xlsx,标段2,64,标段2,办公用品,66,30号POP笔（红色）,是,712345,500,宝克/晨光,30号红色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号红色MK860,,,
2026年门店统采报价单.xlsx,标段2,65,标段2,办公用品,67,30号POP笔（蓝色）,否,812345,500,宝克/晨光,30号蓝色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号蓝色MK860,,,
2026年门店统采报价单.xlsx,标段2,66,标段2,办公用品,68,30号POP笔（绿色）,否,912345,500,宝克/晨光,30号绿色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号绿色MK860,,,
2026年门店统采报价单.xlsx,标段2,67,标段2,办公用品,69,30号POP笔（黄色）,否,123456,500,宝克/晨光,30号黄色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号黄色MK860,,,
2026年门店统采报价单.xlsx,标段2,68,标段2,办公用品,70,30号POP笔（紫色）,否,223456,500,宝克/晨光,30号紫色MK860,支,供应商发湖南丰沃达,,,,宝克/晨光,30号紫色MK860,,,
2026年门店统采报价单.xlsx,标段2,69,标段2,办公用品,71,POP笔补充液（黑色）,是,9500301022,4103,宝克/晨光,黑色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,黑色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,70,标段2,办公用品,72,POP笔补充液（红色）,是,9500301023,8873,宝克/晨光,红色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,红色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,71,标段2,办公用品,73,POP笔补充液（绿色）,否,9500301024,1764,宝克/晨光,绿色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,绿色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,72,标段2,办公用品,74,POP笔补充液（蓝色）,否,9500301025,2789,宝克/晨光,蓝色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,蓝色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,73,标段2,办公用品,75,POP笔补充液（黄色）,否,9500301026,4468,宝克/晨光,黄色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,黄色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,74,标段2,办公用品,76,POP笔补充液（紫色）,否,9500301027,685,宝克/晨光,紫色MK801-25,支,供应商发湖南丰沃达,,,,宝克/晨光,紫色MK801-25,,,
2026年门店统采报价单.xlsx,标段2,75,标段2,办公用品,77,文件盒,否,9500301042,6000,得力/晨光,背宽5.5CM 大容量加厚,个,供应商发湖南丰沃达,,,,得力/晨光,背宽5.5CM 大容量加厚,,,
2026年门店统采报价单.xlsx,标段2,76,标段2,办公用品,78,文件栏,否,9500301041,1040,得力/晨光,三联文件栏,个,供应商发湖南丰沃达,,,,得力/晨光,三联文件栏,,,
2026年门店统采报价单.xlsx,标段2,77,标段2,办公用品,79,原子印油（蓝色）,否,9500301118,92,得力/晨光,40ML快干蓝色印油,瓶,供应商发湖南丰沃达,,,,得力/晨光,40ML快干蓝色印油,,,
2026年门店统采报价单.xlsx,标段2,78,标段2,办公用品,80,双面泡棉胶带,否,9500301121,990,得力/晨光,"高粘EVA,18mm*5y*2.5mm加厚",卷,供应商发湖南丰沃达,,,,得力/晨光,"高粘EVA,18mm*5y*2.5mm加厚",,,
2026年门店统采报价单.xlsx,标段2,79,标段2,办公用品,81,键盘鼠标套装,否,9500301122,436,罗技,全尺寸有线一套,套,供应商发湖南丰沃达,,,,罗技,全尺寸有线一套,,,
2026年门店统采报价单.xlsx,标段2,80,标段2,办公用品,82,POP记号笔（12色）,是,9500301129,2110,宝克/晨光,双头 MP210-12,套,供应商发湖南丰沃达,,,,宝克/晨光,双头 MP210-12,,,
2026年门店统采报价单.xlsx,标段2,81,标段2,办公用品,83,双头马克笔（24色）,是,323456,1000,得力/晨光,6MM方头&1MM圆头,套,供应商发湖南丰沃达,,,,得力/晨光,6MM方头&1MM圆头,,,
2026年门店统采报价单.xlsx,标段2,82,标段2,办公用品,84,记号笔（黑色）,是,423456,1000,得力/晨光,黑色，粗细双头，0.5mm/1.2mm,支,供应商发湖南丰沃达,,,,得力/晨光,黑色，粗细双头，0.5mm/1.2mm,,,
2026年门店统采报价单.xlsx,标段2,83,标段2,办公用品,85,记号笔（红色）,是,523456,1000,得力/晨光,红色，粗细双头，0.5mm/1.2mm,支,供应商发湖南丰沃达,,,,得力/晨光,红色，粗细双头，0.5mm/1.2mm,,,
2026年门店统采报价单.xlsx,标段2,84,标段2,办公用品,86,记号笔（蓝色）,是,623456,1000,得力/晨光,蓝色，粗细双头，0.5mm/1.2mm,支,供应商发湖南丰沃达,,,,得力/晨光,蓝色，粗细双头，0.5mm/1.2mm,,,
2026年门店统采报价单.xlsx,标段2,85,标段2,办公用品,87,大美工刀,否,9500301134,2300,得力/晨光,"手动锁定,大号",个,供应商发湖南丰沃达,,,,得力/晨光,"手动锁定,大号",,,
2026年门店统采报价单.xlsx,标段2,86,标段2,办公用品,88,大刀片,否,9500301135,1028,得力/晨光,配套大美工刀替换装,盒,供应商发湖南丰沃达,,,,得力/晨光,配套大美工刀替换装,,,
2026年门店统采报价单.xlsx,标段2,87,标段2,办公用品,89,扣式文件袋,否,9500301136,4406,得力/晨光,A4，按扣透明,个,供应商发湖南丰沃达,,,,得力/晨光,A4，按扣透明,,,
2026年门店统采报价单.xlsx,标段2,88,标段2,办公用品,90,40页资料册,否,9500301137,561,得力/晨光,A4/40页,本,供应商发湖南丰沃达,,,,得力/晨光,A4/40页,,,
2026年门店统采报价单.xlsx,标段2,89,标段2,办公用品,91,60页资料册,否,9500301138,289,得力/晨光,A4/60页,本,供应商发湖南丰沃达,,,,得力/晨光,A4/60页,,,
2026年门店统采报价单.xlsx,标段2,90,标段2,办公用品,92,80页资料册,否,9500301139,898,得力/晨光,A4/80页,本,供应商发湖南丰沃达,,,,得力/晨光,A4/80页,,,
2026年门店统采报价单.xlsx,标段2,91,标段2,办公用品,93,B5笔记本,否,9500301140,12262,得力/晨光,无线胶装本加厚B5/50张,本,供应商发湖南丰沃达,,,,得力/晨光,无线胶装本加厚B5/50张,,,
2026年门店统采报价单.xlsx,标段2,92,标段2,办公用品,94,笔芯（黑）,否,9500301141,32814,得力/晨光,0.5 黑色 中性笔替芯,支,供应商发湖南丰沃达,,,,得力/晨光,0.5 黑色 中性笔替芯,,,
2026年门店统采报价单.xlsx,标段2,93,标段2,办公用品,95,笔芯（红）,否,9500301142,4175,得力/晨光,0.5 红色 中性笔替芯,支,供应商发湖南丰沃达,,,,得力/晨光,0.5 红色 中性笔替芯,,,
2026年门店统采报价单.xlsx,标段2,94,标段2,办公用品,96,双面胶,否,9500301143,4144,得力/晨光,高粘棉纸双面胶带 12mm*10y(9.1m/卷),个,供应商发湖南丰沃达,,,,得力/晨光,高粘棉纸双面胶带 12mm*10y(9.1m/卷),,,
2026年门店统采报价单.xlsx,标段2,95,标段2,办公用品,97,无痕胶,是,9500301144,15845,得力/晨光,强力纳米无痕双面胶 30mm*3m*2mm,个,供应商发湖南丰沃达,,,,得力/晨光,强力纳米无痕双面胶 30mm*3m*2mm,,,
2026年门店统采报价单.xlsx,标段2,96,标段2,办公用品,98,大透明胶带切,是,9500201128,1124,,48mm 大透明胶配套使用,个,供应商发湖南丰沃达,,,,,48mm 大透明胶配套使用,,,
2026年门店统采报价单.xlsx,标段2,97,标段2,办公用品,99,白板笔（蓝色）,否,9500301157,264,得力/晨光,可擦，蓝色,只,供应商发湖南丰沃达,,,,得力/晨光,可擦，蓝色,,,
2026年门店统采报价单.xlsx,标段2,98,标段2,办公用品,100,白板笔（黑色）,否,9500301158,609,得力/晨光,可擦，黑色,只,供应商发湖南丰沃达,,,,得力/晨光,可擦，黑色,,,
2026年门店统采报价单.xlsx,标段2,99,标段2,办公用品,101,白板笔（红色）,否,9500301159,351,得力/晨光,可擦，红色,只,供应商发湖南丰沃达,,,,得力/晨光,可擦，红色,,,
2026年门店统采报价单.xlsx,标段2,100,标段2,办公用品,102,大透明胶（200y）,是,9500201123,24332,得力/晨光,48mm*150y,卷,供应商发湖南丰沃达,,,,得力/晨光,48mm*150y,,,
2026年门店统采报价单.xlsx,标段2,101,标段2,办公用品,103,亚银标签纸（资产标签专用）,否,9500301160,35,,60*40*1000,卷,供应商发湖南丰沃达,,,,,60*40*1000,,,
2026年门店统采报价单.xlsx,标段2,102,标段2,办公用品,104,液体胶水,否,723456,1000,得力/晨光,125ml液体胶水/高粘,瓶,供应商发湖南丰沃达,,,,得力/晨光,125ml液体胶水/高粘,,,
2026年门店统采报价单.xlsx,标段2,103,标段2,办公用品,105,直尺,否,823456,1000,得力/晨光,30cm,把,供应商发湖南丰沃达,,,,得力/晨光,30cm,,,
2026年门店统采报价单.xlsx,标段2,104,标段2,办公用品,106,铅笔,否,923456,1000,得力/晨光,HB,支,供应商发湖南丰沃达,,,,得力/晨光,HB,,,
2026年门店统采报价单.xlsx,标段2,105,标段2,办公用品,107,橡皮擦,否,134567,1000,得力/晨光,HB橡皮擦,个,供应商发湖南丰沃达,,,,得力/晨光,HB橡皮擦,,,
2026年门店统采报价单.xlsx,标段2,106,标段2,办公用品,108,卷笔刀,否,234567,1000,得力/晨光,简约卷笔刀,个,供应商发湖南丰沃达,,,,得力/晨光,简约卷笔刀,,,
2026年门店统采报价单.xlsx,标段2,107,标段2,办公用品,109,起钉器,否,334567,1000,得力/晨光,带安全锁,个,供应商发湖南丰沃达,,,,得力/晨光,带安全锁,,,
2026年门店统采报价单.xlsx,标段2,108,标段2,办公用品,110,A5软抄本,否,434567,1000,得力/晨光,无线装订本加厚A5/30页,个,供应商发湖南丰沃达,,,,得力/晨光,无线装订本加厚A5/30页,,,
2026年门店统采报价单.xlsx,标段2,109,标段2,办公用品,111,营业执照证件保护套,否,945678,3000,,"磁吸,A3",个,供应商发湖南丰沃达,,,,,"磁吸,A3",,,
2026年门店统采报价单.xlsx,标段2,110,标段2,办公用品,112,营业执照证件保护套,否,156789,3000,,"磁铁,A4",个,供应商发湖南丰沃达,,,,,"磁铁,A4",,,
2026年门店统采报价单.xlsx,标段2,111,标段2,办公用品,113,三层整理架(竖),否,656789,50,,9209,个,供应商发集团总部,,,,,9209,,,
2026年门店统采报价单.xlsx,标段2,112,标段2,办公用品,114,直液式走珠笔,否,756789,600,,S856,支,供应商发集团总部,,,,,S856,,,
2026年门店统采报价单.xlsx,标段2,113,标段2,办公用品,115,荧光笔,否,856789,40,,S600荧光笔 颜色：橙，粉红，黄，蓝，绿，紫,支,供应商发集团总部,,,,,S600荧光笔 颜色：橙，粉红，黄，蓝，绿，紫,,,
2026年门店统采报价单.xlsx,标段2,114,标段2,办公用品,116,标签纸小,否,956789,800,,7194,张,供应商发集团总部,,,,,7194,,,
2026年门店统采报价单.xlsx,标段2,115,标段2,办公用品,117,标签纸大,否,167890,120,,,张,供应商发集团总部,,,,,,,,
2026年门店统采报价单.xlsx,标段2,116,标段2,办公用品,118,笔筒,否,267890,40,,PK910,个,供应商发集团总部,,,,,PK910,,,
